Date,Time,Nitrogen oxides as nitrogen dioxide,Status
10/01/2016,18:00:00,25.65093,V ugm-3
10/01/2016,19:00:00,24.52303,V ugm-3
10/01/2016,20:00:00,23.59929,V ugm-3
10/01/2016,21:00:00,26.42071,V ugm-3
10/01/2016,22:00:00,20.16158,V ugm-3
10/01/2016,23:00:00,17.23784,V ugm-3
10/01/2016,24:00:00,23.24022,V ugm-3
11/01/2016,01:00:00,25.44645,V ugm-3
11/01/2016,02:00:00,38.92129,V ugm-3
11/01/2016,03:00:00,26.52351,V ugm-3
11/01/2016,04:00:00,27.29329,V ugm-3
11/01/2016,05:00:00,21.49602,V ugm-3
11/01/2016,06:00:00,24.31792,V ugm-3
11/01/2016,07:00:00,47.04463,V ugm-3
11/01/2016,08:00:00,144.77673,V ugm-3
11/01/2016,09:00:00,212.34248,V ugm-3
11/01/2016,10:00:00,213.3169,V ugm-3
11/01/2016,11:00:00,89.37017,V ugm-3
11/01/2016,12:00:00,53.30377,V ugm-3
11/01/2016,13:00:00,85.6757,V ugm-3
11/01/2016,14:00:00,59.56242,V ugm-3
11/01/2016,15:00:00,47.09579,V ugm-3
11/01/2016,16:00:00,54.32982,V ugm-3
11/01/2016,17:00:00,87.77897,V ugm-3
11/01/2016,18:00:00,83.82918,V ugm-3
11/01/2016,19:00:00,52.89306,V ugm-3
11/01/2016,20:00:00,47.45486,V ugm-3
11/01/2016,21:00:00,44.83856,V ugm-3
11/01/2016,22:00:00,40.22131,V ugm-3
11/01/2016,23:00:00,40.93945,V ugm-3
11/01/2016,24:00:00,23.44534,V ugm-3
12/01/2016,01:00:00,21.13695,V ugm-3
12/01/2016,02:00:00,12.03855,V ugm-3
12/01/2016,03:00:00,7.69542,V ugm-3
12/01/2016,04:00:00,8.36241,V ugm-3
12/01/2016,05:00:00,7.74706,V ugm-3
12/01/2016,06:00:00,8.51588,V ugm-3
12/01/2016,07:00:00,12.1592,V ugm-3
12/01/2016,08:00:00,32.06402,V ugm-3
12/01/2016,09:00:00,37.91292,V ugm-3
12/01/2016,10:00:00,32.78264,V ugm-3
12/01/2016,11:00:00,27.90911,V ugm-3
12/01/2016,12:00:00,29.55004,V ugm-3
12/01/2016,13:00:00,34.93755,V ugm-3
12/01/2016,14:00:00,23.44534,V ugm-3
12/01/2016,15:00:00,26.42119,V ugm-3
12/01/2016,16:00:00,28.06307,V ugm-3
12/01/2016,17:00:00,27.704,V ugm-3
12/01/2016,18:00:00,33.55194,V ugm-3
12/01/2016,19:00:00,31.75658,V ugm-3
12/01/2016,20:00:00,25.95932,V ugm-3
12/01/2016,21:00:00,22.36812,V ugm-3
12/01/2016,22:00:00,21.39323,V ugm-3
12/01/2016,23:00:00,18.77692,V ugm-3
12/01/2016,24:00:00,13.85176,V ugm-3
13/01/2016,01:00:00,11.57063,V ugm-3
13/01/2016,02:00:00,9.24375,V ugm-3
13/01/2016,03:00:00,7.95935,V ugm-3
13/01/2016,04:00:00,6.00812,V ugm-3
13/01/2016,05:00:00,7.03513,V ugm-3
13/01/2016,06:00:00,6.82954,V ugm-3
13/01/2016,07:00:00,19.10253,V ugm-3
13/01/2016,08:00:00,34.30212,V ugm-3
13/01/2016,09:00:00,61.31284,V ugm-3
13/01/2016,10:00:00,44.88016,V ugm-3
13/01/2016,11:00:00,36.97293,V ugm-3
13/01/2016,12:00:00,46.31788,V ugm-3
13/01/2016,13:00:00,41.54237,V ugm-3
13/01/2016,14:00:00,37.48643,V ugm-3
13/01/2016,15:00:00,51.09339,V ugm-3
13/01/2016,16:00:00,52.53159,V ugm-3
13/01/2016,17:00:00,82.46891,V ugm-3
13/01/2016,18:00:00,86.42253,V ugm-3
13/01/2016,19:00:00,79.69627,V ugm-3
13/01/2016,20:00:00,52.17252,V ugm-3
13/01/2016,21:00:00,43.49408,V ugm-3
13/01/2016,22:00:00,42.82613,V ugm-3
13/01/2016,23:00:00,36.04776,V ugm-3
13/01/2016,24:00:00,23.56965,V ugm-3
14/01/2016,01:00:00,15.54225,V ugm-3
14/01/2016,02:00:00,12.39236,V ugm-3
14/01/2016,03:00:00,18.33227,V ugm-3
14/01/2016,04:00:00,7.90771,V ugm-3
14/01/2016,05:00:00,9.34591,V ugm-3
14/01/2016,06:00:00,9.34591,V ugm-3
14/01/2016,07:00:00,19.30812,V ugm-3
14/01/2016,08:00:00,35.32961,V ugm-3
14/01/2016,09:00:00,35.17518,V ugm-3
14/01/2016,10:00:00,29.7322,V ugm-3
14/01/2016,11:00:00,18.94809,V ugm-3
14/01/2016,12:00:00,19.66719,V ugm-3
14/01/2016,13:00:00,18.22995,V ugm-3
14/01/2016,14:00:00,18.17783,V ugm-3
14/01/2016,15:00:00,19.61651,V ugm-3
14/01/2016,16:00:00,17.40853,V ugm-3
14/01/2016,17:00:00,21.31051,V ugm-3
14/01/2016,18:00:00,25.11017,V ugm-3
14/01/2016,19:00:00,24.59666,V ugm-3
14/01/2016,20:00:00,16.89455,V ugm-3
14/01/2016,21:00:00,13.86467,V ugm-3
14/01/2016,22:00:00,14.32654,V ugm-3
14/01/2016,23:00:00,16.84291,V ugm-3
14/01/2016,24:00:00,16.02149,V ugm-3
15/01/2016,01:00:00,13.50034,V ugm-3
15/01/2016,02:00:00,11.71916,V ugm-3
15/01/2016,03:00:00,7.70977,V ugm-3
15/01/2016,04:00:00,7.14367,V ugm-3
15/01/2016,05:00:00,8.32655,V ugm-3
15/01/2016,06:00:00,10.74203,V ugm-3
15/01/2016,07:00:00,10.84531,V ugm-3
15/01/2016,08:00:00,23.54048,V ugm-3
15/01/2016,09:00:00,39.93635,V ugm-3
15/01/2016,10:00:00,38.90838,V ugm-3
15/01/2016,11:00:00,32.07263,V ugm-3
15/01/2016,12:00:00,33.56342,V ugm-3
15/01/2016,13:00:00,32.94616,V ugm-3
15/01/2016,14:00:00,23.38605,V ugm-3
15/01/2016,15:00:00,23.38605,V ugm-3
15/01/2016,16:00:00,31.45584,V ugm-3
15/01/2016,17:00:00,36.54405,V ugm-3
15/01/2016,18:00:00,42.45511,V ugm-3
15/01/2016,19:00:00,46.20696,V ugm-3
15/01/2016,20:00:00,36.95572,V ugm-3
15/01/2016,21:00:00,31.76423,V ugm-3
15/01/2016,22:00:00,31.09629,V ugm-3
15/01/2016,23:00:00,27.75516,V ugm-3
15/01/2016,24:00:00,26.31552,V ugm-3
16/01/2016,01:00:00,20.21704,V ugm-3
16/01/2016,02:00:00,19.53173,V ugm-3
16/01/2016,03:00:00,14.44272,V ugm-3
16/01/2016,04:00:00,13.10684,V ugm-3
16/01/2016,05:00:00,8.42982,V ugm-3
16/01/2016,06:00:00,9.71502,V ugm-3
16/01/2016,07:00:00,17.42383,V ugm-3
16/01/2016,08:00:00,60.44408,V ugm-3
16/01/2016,09:00:00,148.79872,V ugm-3
16/01/2016,10:00:00,279.96753,V ugm-3
16/01/2016,11:00:00,315.74036,V ugm-3
16/01/2016,12:00:00,143.40212,V ugm-3
16/01/2016,13:00:00,37.26411,V ugm-3
16/01/2016,14:00:00,21.58782,V ugm-3
16/01/2016,15:00:00,28.3203,V ugm-3
16/01/2016,16:00:00,33.92297,V ugm-3
16/01/2016,17:00:00,37.88041,V ugm-3
16/01/2016,18:00:00,53.45485,V ugm-3
16/01/2016,19:00:00,46.56651,V ugm-3
16/01/2016,20:00:00,38.6521,V ugm-3
16/01/2016,21:00:00,62.08979,V ugm-3
16/01/2016,22:00:00,57.10343,V ugm-3
16/01/2016,23:00:00,80.07924,V ugm-3
16/01/2016,24:00:00,81.67188,V ugm-3
17/01/2016,01:00:00,49.80023,V ugm-3
17/01/2016,02:00:00,60.29475,V ugm-3
17/01/2016,03:00:00,55.20144,V ugm-3
17/01/2016,04:00:00,33.95452,V ugm-3
17/01/2016,05:00:00,22.43076,V ugm-3
17/01/2016,06:00:00,21.55627,V ugm-3
17/01/2016,07:00:00,18.67461,V ugm-3
17/01/2016,08:00:00,19.29234,V ugm-3
17/01/2016,09:00:00,23.20197,V ugm-3
17/01/2016,10:00:00,33.5945,V ugm-3
17/01/2016,11:00:00,39.92248,V ugm-3
17/01/2016,12:00:00,54.22416,V ugm-3
17/01/2016,13:00:00,56.48808,V ugm-3
17/01/2016,14:00:00,55.09913,V ugm-3
17/01/2016,15:00:00,50.98295,V ugm-3
17/01/2016,16:00:00,70.58416,V ugm-3
17/01/2016,17:00:00,71.40701,V ugm-3
17/01/2016,18:00:00,58.85432,V ugm-3
17/01/2016,19:00:00,70.22413,V ugm-3
17/01/2016,20:00:00,76.60375,V ugm-3
17/01/2016,21:00:00,80.56502,V ugm-3
17/01/2016,22:00:00,73.87653,V ugm-3
17/01/2016,23:00:00,60.08932,V ugm-3
17/01/2016,24:00:00,47.33055,V ugm-3
18/01/2016,01:00:00,38.07023,V ugm-3
18/01/2016,02:00:00,31.00481,V ugm-3
18/01/2016,03:00:00,25.87756,V ugm-3
18/01/2016,04:00:00,22.17353,V ugm-3
18/01/2016,05:00:00,19.55005,V ugm-3
18/01/2016,06:00:00,21.55627,V ugm-3
18/01/2016,07:00:00,34.57226,V ugm-3
18/01/2016,08:00:00,66.62337,V ugm-3
18/01/2016,09:00:00,114.00508,V ugm-3
18/01/2016,10:00:00,106.49374,V ugm-3
18/01/2016,11:00:00,103.4586,V ugm-3
18/01/2016,12:00:00,71.76752,V ugm-3
18/01/2016,13:00:00,80.15335,V ugm-3
18/01/2016,14:00:00,106.23651,V ugm-3
18/01/2016,15:00:00,102.94366,V ugm-3
18/01/2016,16:00:00,138.08154,V ugm-3
18/01/2016,17:00:00,125.16882,V ugm-3
18/01/2016,18:00:00,133.19463,V ugm-3
18/01/2016,19:00:00,105.46481,V ugm-3
18/01/2016,20:00:00,101.29795,V ugm-3
18/01/2016,21:00:00,121.72202,V ugm-3
18/01/2016,22:00:00,94.14712,V ugm-3
18/01/2016,23:00:00,85.8636,V ugm-3
18/01/2016,24:00:00,79.17559,V ugm-3
19/01/2016,01:00:00,86.70446,V ugm-3
19/01/2016,02:00:00,115.92555,V ugm-3
19/01/2016,03:00:00,82.46843,V ugm-3
19/01/2016,04:00:00,118.58361,V ugm-3
19/01/2016,05:00:00,78.8672,V ugm-3
19/01/2016,06:00:00,85.09238,V ugm-3
19/01/2016,07:00:00,139.05931,V ugm-3
19/01/2016,08:00:00,347.67385,V ugm-3
19/01/2016,09:00:00,430.09017,V ugm-3
19/01/2016,10:00:00,305.84796,V ugm-3
19/01/2016,11:00:00,169.00141,V ugm-3
19/01/2016,12:00:00,116.73183,V ugm-3
19/01/2016,13:00:00,99.44618,V ugm-3
19/01/2016,14:00:00,94.19828,V ugm-3
19/01/2016,15:00:00,96.30776,V ugm-3
19/01/2016,16:00:00,126.71221,V ugm-3
19/01/2016,17:00:00,199.61193,V ugm-3
19/01/2016,18:00:00,168.28088,V ugm-3
19/01/2016,19:00:00,136.79539,V ugm-3
19/01/2016,20:00:00,137.61872,V ugm-3
19/01/2016,21:00:00,92.19111,V ugm-3
19/01/2016,22:00:00,115.29076,V ugm-3
19/01/2016,23:00:00,145.28354,V ugm-3
19/01/2016,24:00:00,142.55775,V ugm-3
20/01/2016,01:00:00,144.11516,V ugm-3
20/01/2016,02:00:00,169.79366,V ugm-3
20/01/2016,03:00:00,150.61989,V ugm-3
20/01/2016,04:00:00,102.11268,V ugm-3
20/01/2016,05:00:00,70.7013,V ugm-3
20/01/2016,06:00:00,63.38933,V ugm-3
20/01/2016,07:00:00,57.57008,V ugm-3
20/01/2016,08:00:00,119.31179,V ugm-3
20/01/2016,09:00:00,159.11665,V ugm-3
20/01/2016,10:00:00,203.65878,V ugm-3
20/01/2016,11:00:00,166.78865,V ugm-3
20/01/2016,12:00:00,57.26121,V ugm-3
20/01/2016,13:00:00,36.76686,V ugm-3
20/01/2016,14:00:00,31.72025,V ugm-3
20/01/2016,15:00:00,33.88328,V ugm-3
20/01/2016,16:00:00,71.88562,V ugm-3
20/01/2016,17:00:00,142.84415,V ugm-3
20/01/2016,18:00:00,190.94018,V ugm-3
20/01/2016,19:00:00,245.1629,V ugm-3
20/01/2016,20:00:00,244.23629,V ugm-3
20/01/2016,21:00:00,308.7583,V ugm-3
20/01/2016,22:00:00,240.63123,V ugm-3
20/01/2016,23:00:00,267.46026,V ugm-3
20/01/2016,24:00:00,171.6813,V ugm-3
21/01/2016,01:00:00,272.30048,V ugm-3
21/01/2016,02:00:00,237.14745,V ugm-3
21/01/2016,03:00:00,195.21413,V ugm-3
21/01/2016,04:00:00,137.90129,V ugm-3
21/01/2016,05:00:00,75.59348,V ugm-3
21/01/2016,06:00:00,78.99199,V ugm-3
21/01/2016,07:00:00,96.70556,V ugm-3
21/01/2016,08:00:00,155.56371,V ugm-3
21/01/2016,09:00:00,210.81679,V ugm-3
21/01/2016,10:00:00,186.87133,V ugm-3
21/01/2016,11:00:00,177.55172,V ugm-3
21/01/2016,12:00:00,150.92876,V ugm-3
21/01/2016,13:00:00,137.48867,V ugm-3
21/01/2016,14:00:00,162.72124,V ugm-3
21/01/2016,15:00:00,145.93475,V ugm-3
21/01/2016,16:00:00,115.39786,V ugm-3
21/01/2016,17:00:00,125.38828,V ugm-3
21/01/2016,18:00:00,126.67492,V ugm-3
21/01/2016,19:00:00,118.33355,V ugm-3
21/01/2016,20:00:00,79.86743,V ugm-3
21/01/2016,21:00:00,65.29371,V ugm-3
21/01/2016,22:00:00,48.50769,V ugm-3
21/01/2016,23:00:00,37.02409,V ugm-3
21/01/2016,24:00:00,37.23016,V ugm-3
22/01/2016,01:00:00,29.82544,V ugm-3
22/01/2016,02:00:00,27.6267,V ugm-3
22/01/2016,03:00:00,23.09057,V ugm-3
22/01/2016,04:00:00,19.9469,V ugm-3
22/01/2016,05:00:00,15.82355,V ugm-3
22/01/2016,06:00:00,16.69947,V ugm-3
22/01/2016,07:00:00,20.7205,V ugm-3
22/01/2016,08:00:00,34.68749,V ugm-3
22/01/2016,09:00:00,47.98558,V ugm-3
22/01/2016,10:00:00,40.51153,V ugm-3
22/01/2016,11:00:00,46.74867,V ugm-3
22/01/2016,12:00:00,50.87154,V ugm-3
22/01/2016,13:00:00,53.397,V ugm-3
22/01/2016,14:00:00,73.54997,V ugm-3
22/01/2016,15:00:00,46.49048,V ugm-3
22/01/2016,16:00:00,29.48167,V ugm-3
22/01/2016,17:00:00,33.24451,V ugm-3
22/01/2016,18:00:00,44.11994,V ugm-3
22/01/2016,19:00:00,31.74989,V ugm-3
22/01/2016,20:00:00,36.69801,V ugm-3
22/01/2016,21:00:00,26.5957,V ugm-3
22/01/2016,22:00:00,45.46013,V ugm-3
22/01/2016,23:00:00,63.44814,V ugm-3
22/01/2016,24:00:00,62.72618,V ugm-3
23/01/2016,01:00:00,51.67894,V ugm-3
23/01/2016,02:00:00,77.45051,V ugm-3
23/01/2016,03:00:00,54.78882,V ugm-3
23/01/2016,04:00:00,24.68846,V ugm-3
23/01/2016,05:00:00,9.63804,V ugm-3
23/01/2016,06:00:00,12.57612,V ugm-3
23/01/2016,07:00:00,24.37912,V ugm-3
23/01/2016,08:00:00,39.94495,V ugm-3
23/01/2016,09:00:00,24.07025,V ugm-3
23/01/2016,10:00:00,59.99465,V ugm-3
23/01/2016,11:00:00,30.46134,V ugm-3
23/01/2016,12:00:00,31.23447,V ugm-3
23/01/2016,13:00:00,21.85414,V ugm-3
23/01/2016,14:00:00,19.79198,V ugm-3
23/01/2016,15:00:00,27.26556,V ugm-3
23/01/2016,16:00:00,30.40971,V ugm-3
23/01/2016,17:00:00,47.9851,V ugm-3
23/01/2016,18:00:00,59.06708,V ugm-3
23/01/2016,19:00:00,57.10821,V ugm-3
23/01/2016,20:00:00,50.25333,V ugm-3
