Date,Time,Nitrogen oxides as nitrogen dioxide,Status
13/10/2016,15:00:00,73.97837,V ugm-3
13/10/2016,16:00:00,77.17081,V ugm-3
13/10/2016,17:00:00,71.23393,V ugm-3
13/10/2016,18:00:00,41.36164,V ugm-3
13/10/2016,19:00:00,43.59544,V ugm-3
13/10/2016,20:00:00,48.1907,V ugm-3
13/10/2016,21:00:00,64.91503,V ugm-3
13/10/2016,22:00:00,72.31928,V ugm-3
13/10/2016,23:00:00,61.46823,V ugm-3
13/10/2016,24:00:00,47.61743,V ugm-3
14/10/2016,01:00:00,37.58573,V ugm-3
14/10/2016,02:00:00,34.76032,V ugm-3
14/10/2016,03:00:00,37.17852,V ugm-3
14/10/2016,04:00:00,32.36333,V ugm-3
14/10/2016,05:00:00,34.09701,V ugm-3
14/10/2016,06:00:00,43.08623,V ugm-3
14/10/2016,07:00:00,80.20117,V ugm-3
14/10/2016,08:00:00,212.02883,V ugm-3
14/10/2016,09:00:00,208.69009,V ugm-3
14/10/2016,10:00:00,107.55518,V ugm-3
